skill,count,date
ai,17,2026-06-17
aws,7,2026-06-17
react,7,2026-06-17
typescript,7,2026-06-17
javascript,6,2026-06-17
agile,5,2026-06-17
python,5,2026-06-17
kubernetes,5,2026-06-17
ci/cd,4,2026-06-17
scrum,4,2026-06-17
postgresql,4,2026-06-17
sql,4,2026-06-17
node.js,3,2026-06-17
azure,3,2026-06-17
docker,3,2026-06-17
terraform,2,2026-06-17
linux,1,2026-06-17
gcp,1,2026-06-17
jenkins,1,2026-06-17
git,1,2026-06-17
mongodb,1,2026-06-17
redis,1,2026-06-17
flask,1,2026-06-17
machine learning,1,2026-06-17
