skill,count,date
react,14,2026-03-11
ai,7,2026-03-11
typescript,7,2026-03-11
javascript,7,2026-03-11
node.js,6,2026-03-11
agile,6,2026-03-11
python,5,2026-03-11
angular,5,2026-03-11
ci/cd,4,2026-03-11
git,4,2026-03-11
java,4,2026-03-11
aws,3,2026-03-11
terraform,2,2026-03-11
django,2,2026-03-11
vue,2,2026-03-11
scrum,2,2026-03-11
sql,2,2026-03-11
redis,2,2026-03-11
azure,2,2026-03-11
mongodb,2,2026-03-11
docker,2,2026-03-11
fastapi,1,2026-03-11
mysql,1,2026-03-11
gcp,1,2026-03-11
spring boot,1,2026-03-11
linux,1,2026-03-11
postgresql,1,2026-03-11
