skill,count,date
ai,17,2026-04-22
typescript,12,2026-04-22
react,10,2026-04-22
javascript,9,2026-04-22
ci/cd,6,2026-04-22
python,5,2026-04-22
postgresql,4,2026-04-22
vue,4,2026-04-22
docker,3,2026-04-22
node.js,3,2026-04-22
redis,3,2026-04-22
aws,3,2026-04-22
git,3,2026-04-22
pytorch,1,2026-04-22
mongodb,1,2026-04-22
machine learning,1,2026-04-22
linux,1,2026-04-22
agile,1,2026-04-22
angular,1,2026-04-22
gcp,1,2026-04-22
sql,1,2026-04-22
azure,1,2026-04-22
fastapi,1,2026-04-22
kubernetes,1,2026-04-22
