skill,count,date
ai,17,2026-08-30
machine learning,8,2026-08-30
sql,8,2026-08-30
aws,7,2026-08-30
python,7,2026-08-30
javascript,6,2026-08-30
react,6,2026-08-30
typescript,6,2026-08-30
java,4,2026-08-30
azure,3,2026-08-30
ci/cd,3,2026-08-30
git,3,2026-08-30
gcp,3,2026-08-30
agile,3,2026-08-30
node.js,3,2026-08-30
linux,2,2026-08-30
postgresql,2,2026-08-30
vue,1,2026-08-30
angular,1,2026-08-30
mysql,1,2026-08-30
scrum,1,2026-08-30
spring boot,1,2026-08-30
docker,1,2026-08-30
django,1,2026-08-30
terraform,1,2026-08-30
