skill,count,date
react,13,2026-03-29
ai,11,2026-03-29
javascript,11,2026-03-29
typescript,10,2026-03-29
python,8,2026-03-29
aws,7,2026-03-29
ci/cd,6,2026-03-29
redis,5,2026-03-29
git,5,2026-03-29
java,4,2026-03-29
postgresql,4,2026-03-29
vue,4,2026-03-29
node.js,3,2026-03-29
sql,3,2026-03-29
mongodb,3,2026-03-29
flask,2,2026-03-29
kubernetes,2,2026-03-29
docker,2,2026-03-29
agile,2,2026-03-29
azure,2,2026-03-29
angular,2,2026-03-29
gcp,2,2026-03-29
terraform,1,2026-03-29
machine learning,1,2026-03-29
spring boot,1,2026-03-29
linux,1,2026-03-29
mysql,1,2026-03-29
