skill,count,date
ai,13,2026-05-03
python,7,2026-05-03
ci/cd,6,2026-05-03
typescript,5,2026-05-03
sql,5,2026-05-03
java,4,2026-05-03
aws,4,2026-05-03
spring boot,3,2026-05-03
react,3,2026-05-03
agile,3,2026-05-03
kubernetes,3,2026-05-03
azure,2,2026-05-03
javascript,2,2026-05-03
mongodb,2,2026-05-03
postgresql,2,2026-05-03
flask,1,2026-05-03
docker,1,2026-05-03
gcp,1,2026-05-03
django,1,2026-05-03
redis,1,2026-05-03
fastapi,1,2026-05-03
pytorch,1,2026-05-03
tensorflow,1,2026-05-03
linux,1,2026-05-03
jenkins,1,2026-05-03
vue,1,2026-05-03
node.js,1,2026-05-03
git,1,2026-05-03
