skill,count,date
ai,13,2025-12-23
react,11,2025-12-23
python,8,2025-12-23
sql,7,2025-12-23
typescript,7,2025-12-23
javascript,7,2025-12-23
redis,6,2025-12-23
agile,5,2025-12-23
kubernetes,4,2025-12-23
aws,4,2025-12-23
docker,4,2025-12-23
git,3,2025-12-23
mongodb,3,2025-12-23
node.js,3,2025-12-23
gcp,3,2025-12-23
scrum,3,2025-12-23
machine learning,2,2025-12-23
ci/cd,2,2025-12-23
vue,2,2025-12-23
postgresql,2,2025-12-23
java,2,2025-12-23
azure,2,2025-12-23
pytorch,1,2025-12-23
mysql,1,2025-12-23
tensorflow,1,2025-12-23
angular,1,2025-12-23
django,1,2025-12-23
terraform,1,2025-12-23
pandas,1,2025-12-23
numpy,1,2025-12-23
