skill,count,date
react,14,2026-02-06
ai,9,2026-02-06
typescript,7,2026-02-06
angular,7,2026-02-06
javascript,6,2026-02-06
ci/cd,6,2026-02-06
java,5,2026-02-06
aws,5,2026-02-06
docker,5,2026-02-06
git,5,2026-02-06
agile,5,2026-02-06
python,4,2026-02-06
node.js,4,2026-02-06
postgresql,4,2026-02-06
sql,4,2026-02-06
gcp,3,2026-02-06
kubernetes,3,2026-02-06
mongodb,3,2026-02-06
linux,3,2026-02-06
vue,2,2026-02-06
azure,2,2026-02-06
django,2,2026-02-06
jenkins,2,2026-02-06
redis,2,2026-02-06
scrum,2,2026-02-06
mysql,2,2026-02-06
terraform,1,2026-02-06
spring boot,1,2026-02-06
