skill,count,date
react,10,2026-02-05
agile,10,2026-02-05
ci/cd,8,2026-02-05
git,7,2026-02-05
docker,6,2026-02-05
kubernetes,6,2026-02-05
scrum,6,2026-02-05
angular,6,2026-02-05
javascript,6,2026-02-05
aws,5,2026-02-05
sql,5,2026-02-05
typescript,5,2026-02-05
ai,5,2026-02-05
terraform,4,2026-02-05
azure,3,2026-02-05
postgresql,3,2026-02-05
java,3,2026-02-05
jenkins,3,2026-02-05
node.js,3,2026-02-05
redis,2,2026-02-05
python,2,2026-02-05
mongodb,2,2026-02-05
mysql,2,2026-02-05
django,1,2026-02-05
linux,1,2026-02-05
spring boot,1,2026-02-05
gcp,1,2026-02-05
vue,1,2026-02-05
