skill,count,date
react,10,2026-04-02
javascript,8,2026-04-02
vue,7,2026-04-02
git,6,2026-04-02
typescript,6,2026-04-02
aws,6,2026-04-02
docker,5,2026-04-02
agile,5,2026-04-02
java,4,2026-04-02
gcp,4,2026-04-02
node.js,4,2026-04-02
ci/cd,4,2026-04-02
azure,4,2026-04-02
scrum,3,2026-04-02
kubernetes,3,2026-04-02
python,3,2026-04-02
angular,3,2026-04-02
mysql,3,2026-04-02
sql,3,2026-04-02
ai,3,2026-04-02
mongodb,2,2026-04-02
spring boot,1,2026-04-02
postgresql,1,2026-04-02
jenkins,1,2026-04-02
flask,1,2026-04-02
