skill,count,date
ai,14,2026-05-30
agile,8,2026-05-30
azure,7,2026-05-30
ci/cd,6,2026-05-30
react,6,2026-05-30
docker,5,2026-05-30
javascript,5,2026-05-30
aws,5,2026-05-30
python,5,2026-05-30
kubernetes,5,2026-05-30
typescript,5,2026-05-30
node.js,4,2026-05-30
scrum,4,2026-05-30
sql,4,2026-05-30
mongodb,3,2026-05-30
gcp,3,2026-05-30
git,3,2026-05-30
postgresql,3,2026-05-30
vue,2,2026-05-30
linux,2,2026-05-30
machine learning,1,2026-05-30
fastapi,1,2026-05-30
tensorflow,1,2026-05-30
pytorch,1,2026-05-30
mysql,1,2026-05-30
jenkins,1,2026-05-30
terraform,1,2026-05-30
redis,1,2026-05-30
