skill,count,date
ai,10,2026-06-28
typescript,9,2026-06-28
react,9,2026-06-28
javascript,9,2026-06-28
aws,8,2026-06-28
python,7,2026-06-28
docker,7,2026-06-28
sql,7,2026-06-28
ci/cd,6,2026-06-28
gcp,6,2026-06-28
kubernetes,5,2026-06-28
node.js,5,2026-06-28
git,5,2026-06-28
azure,5,2026-06-28
angular,5,2026-06-28
postgresql,4,2026-06-28
terraform,4,2026-06-28
machine learning,4,2026-06-28
vue,4,2026-06-28
linux,3,2026-06-28
jenkins,3,2026-06-28
mongodb,3,2026-06-28
java,2,2026-06-28
mysql,1,2026-06-28
pytorch,1,2026-06-28
agile,1,2026-06-28
scrum,1,2026-06-28
