skill,count,date
react,13,2026-04-04
javascript,11,2026-04-04
git,10,2026-04-04
vue,8,2026-04-04
docker,6,2026-04-04
aws,6,2026-04-04
ci/cd,5,2026-04-04
agile,5,2026-04-04
mysql,5,2026-04-04
typescript,4,2026-04-04
node.js,4,2026-04-04
azure,4,2026-04-04
ai,4,2026-04-04
gcp,4,2026-04-04
scrum,3,2026-04-04
sql,3,2026-04-04
kubernetes,3,2026-04-04
java,3,2026-04-04
python,2,2026-04-04
angular,2,2026-04-04
mongodb,2,2026-04-04
machine learning,1,2026-04-04
terraform,1,2026-04-04
spring boot,1,2026-04-04
postgresql,1,2026-04-04
jenkins,1,2026-04-04
