skill,count,date
javascript,14,2025-12-10
ai,12,2025-12-10
react,12,2025-12-10
docker,11,2025-12-10
python,11,2025-12-10
kubernetes,10,2025-12-10
typescript,10,2025-12-10
sql,10,2025-12-10
ci/cd,9,2025-12-10
postgresql,9,2025-12-10
aws,7,2025-12-10
redis,5,2025-12-10
agile,5,2025-12-10
node.js,5,2025-12-10
vue,5,2025-12-10
gcp,4,2025-12-10
mysql,4,2025-12-10
angular,3,2025-12-10
flask,3,2025-12-10
mongodb,3,2025-12-10
django,3,2025-12-10
machine learning,3,2025-12-10
scrum,3,2025-12-10
linux,3,2025-12-10
terraform,2,2025-12-10
git,2,2025-12-10
fastapi,2,2025-12-10
java,1,2025-12-10
azure,1,2025-12-10
