skill,count,date
ai,14,2025-12-13
python,10,2025-12-13
docker,10,2025-12-13
react,9,2025-12-13
javascript,9,2025-12-13
sql,8,2025-12-13
kubernetes,8,2025-12-13
ci/cd,7,2025-12-13
postgresql,7,2025-12-13
typescript,6,2025-12-13
aws,6,2025-12-13
agile,6,2025-12-13
redis,5,2025-12-13
git,5,2025-12-13
scrum,5,2025-12-13
machine learning,4,2025-12-13
mysql,4,2025-12-13
vue,3,2025-12-13
node.js,3,2025-12-13
java,3,2025-12-13
linux,2,2025-12-13
django,2,2025-12-13
flask,2,2025-12-13
terraform,2,2025-12-13
azure,1,2025-12-13
gcp,1,2025-12-13
pandas,1,2025-12-13
numpy,1,2025-12-13
mongodb,1,2025-12-13
fastapi,1,2025-12-13
