skill,count,date
ai,13,2025-12-21
react,12,2025-12-21
sql,8,2025-12-21
typescript,8,2025-12-21
python,8,2025-12-21
javascript,7,2025-12-21
redis,6,2025-12-21
agile,5,2025-12-21
docker,5,2025-12-21
git,4,2025-12-21
aws,4,2025-12-21
kubernetes,4,2025-12-21
node.js,4,2025-12-21
mongodb,3,2025-12-21
ci/cd,3,2025-12-21
gcp,3,2025-12-21
scrum,3,2025-12-21
machine learning,2,2025-12-21
vue,2,2025-12-21
postgresql,2,2025-12-21
java,2,2025-12-21
azure,2,2025-12-21
pytorch,1,2025-12-21
mysql,1,2025-12-21
tensorflow,1,2025-12-21
angular,1,2025-12-21
django,1,2025-12-21
terraform,1,2025-12-21
pandas,1,2025-12-21
numpy,1,2025-12-21
