skill,count,date
react,14,2026-03-10
ai,7,2026-03-10
typescript,7,2026-03-10
javascript,7,2026-03-10
node.js,6,2026-03-10
agile,6,2026-03-10
python,5,2026-03-10
angular,5,2026-03-10
ci/cd,4,2026-03-10
git,4,2026-03-10
java,4,2026-03-10
aws,3,2026-03-10
terraform,2,2026-03-10
django,2,2026-03-10
vue,2,2026-03-10
scrum,2,2026-03-10
sql,2,2026-03-10
redis,2,2026-03-10
azure,2,2026-03-10
mongodb,2,2026-03-10
docker,2,2026-03-10
fastapi,1,2026-03-10
mysql,1,2026-03-10
gcp,1,2026-03-10
spring boot,1,2026-03-10
linux,1,2026-03-10
postgresql,1,2026-03-10
