skill,count,date
ai,15,2026-09-17
aws,8,2026-09-17
react,8,2026-09-17
ci/cd,8,2026-09-17
docker,5,2026-09-17
python,4,2026-09-17
git,3,2026-09-17
mongodb,3,2026-09-17
azure,3,2026-09-17
jenkins,3,2026-09-17
terraform,3,2026-09-17
kubernetes,3,2026-09-17
fastapi,2,2026-09-17
typescript,2,2026-09-17
sql,2,2026-09-17
machine learning,2,2026-09-17
java,2,2026-09-17
agile,2,2026-09-17
node.js,2,2026-09-17
gcp,2,2026-09-17
javascript,1,2026-09-17
linux,1,2026-09-17
redis,1,2026-09-17
spring boot,1,2026-09-17
