skill,count,date
react,14,2026-02-07
ai,9,2026-02-07
angular,7,2026-02-07
typescript,7,2026-02-07
java,6,2026-02-07
agile,6,2026-02-07
javascript,6,2026-02-07
aws,5,2026-02-07
docker,5,2026-02-07
ci/cd,5,2026-02-07
postgresql,4,2026-02-07
python,4,2026-02-07
git,4,2026-02-07
node.js,4,2026-02-07
sql,4,2026-02-07
scrum,3,2026-02-07
kubernetes,3,2026-02-07
mongodb,3,2026-02-07
gcp,3,2026-02-07
linux,3,2026-02-07
django,2,2026-02-07
vue,2,2026-02-07
jenkins,2,2026-02-07
azure,2,2026-02-07
redis,2,2026-02-07
mysql,2,2026-02-07
terraform,1,2026-02-07
spring boot,1,2026-02-07
