skill,count,date
ai,8,2026-07-06
react,6,2026-07-06
javascript,6,2026-07-06
typescript,4,2026-07-06
aws,4,2026-07-06
angular,3,2026-07-06
mysql,3,2026-07-06
ci/cd,2,2026-07-06
postgresql,2,2026-07-06
vue,2,2026-07-06
node.js,2,2026-07-06
agile,2,2026-07-06
git,2,2026-07-06
docker,1,2026-07-06
mongodb,1,2026-07-06
scrum,1,2026-07-06
linux,1,2026-07-06
kubernetes,1,2026-07-06
gcp,1,2026-07-06
azure,1,2026-07-06
redis,1,2026-07-06
jenkins,1,2026-07-06
machine learning,1,2026-07-06
terraform,1,2026-07-06
