skill,count,date
ai,13,2026-05-31
aws,8,2026-05-31
react,6,2026-05-31
azure,6,2026-05-31
python,5,2026-05-31
javascript,5,2026-05-31
typescript,5,2026-05-31
ci/cd,5,2026-05-31
gcp,4,2026-05-31
agile,4,2026-05-31
java,3,2026-05-31
redis,3,2026-05-31
kubernetes,3,2026-05-31
sql,3,2026-05-31
mongodb,3,2026-05-31
machine learning,3,2026-05-31
pytorch,2,2026-05-31
linux,2,2026-05-31
angular,2,2026-05-31
scrum,2,2026-05-31
node.js,2,2026-05-31
docker,2,2026-05-31
git,2,2026-05-31
vue,1,2026-05-31
terraform,1,2026-05-31
fastapi,1,2026-05-31
tensorflow,1,2026-05-31
