skill,count,date
ai,17,2026-08-28
machine learning,8,2026-08-28
sql,8,2026-08-28
python,7,2026-08-28
aws,7,2026-08-28
javascript,6,2026-08-28
react,6,2026-08-28
typescript,6,2026-08-28
java,4,2026-08-28
azure,3,2026-08-28
ci/cd,3,2026-08-28
git,3,2026-08-28
gcp,3,2026-08-28
agile,3,2026-08-28
node.js,3,2026-08-28
linux,2,2026-08-28
postgresql,2,2026-08-28
vue,1,2026-08-28
angular,1,2026-08-28
mysql,1,2026-08-28
scrum,1,2026-08-28
spring boot,1,2026-08-28
docker,1,2026-08-28
django,1,2026-08-28
terraform,1,2026-08-28
