skill,count,date
react,13,2026-04-05
javascript,10,2026-04-05
git,10,2026-04-05
vue,7,2026-04-05
typescript,6,2026-04-05
aws,6,2026-04-05
ai,5,2026-04-05
agile,5,2026-04-05
node.js,5,2026-04-05
azure,4,2026-04-05
gcp,4,2026-04-05
java,4,2026-04-05
ci/cd,4,2026-04-05
sql,4,2026-04-05
docker,4,2026-04-05
mysql,3,2026-04-05
kubernetes,2,2026-04-05
spring boot,2,2026-04-05
scrum,2,2026-04-05
python,2,2026-04-05
postgresql,1,2026-04-05
machine learning,1,2026-04-05
terraform,1,2026-04-05
angular,1,2026-04-05
