skill,count,date
javascript,7,2026-07-05
ai,7,2026-07-05
react,6,2026-07-05
angular,5,2026-07-05
git,4,2026-07-05
typescript,4,2026-07-05
aws,3,2026-07-05
vue,3,2026-07-05
sql,3,2026-07-05
jenkins,2,2026-07-05
postgresql,2,2026-07-05
ci/cd,2,2026-07-05
kubernetes,2,2026-07-05
azure,1,2026-07-05
agile,1,2026-07-05
scrum,1,2026-07-05
gcp,1,2026-07-05
mysql,1,2026-07-05
redis,1,2026-07-05
linux,1,2026-07-05
machine learning,1,2026-07-05
terraform,1,2026-07-05
python,1,2026-07-05
docker,1,2026-07-05
