skill,count,date
ai,15,2025-12-16
python,12,2025-12-16
react,10,2025-12-16
docker,8,2025-12-16
javascript,8,2025-12-16
aws,7,2025-12-16
sql,7,2025-12-16
postgresql,7,2025-12-16
kubernetes,7,2025-12-16
redis,6,2025-12-16
agile,6,2025-12-16
typescript,6,2025-12-16
scrum,5,2025-12-16
ci/cd,5,2025-12-16
node.js,4,2025-12-16
git,4,2025-12-16
vue,4,2025-12-16
machine learning,4,2025-12-16
mysql,3,2025-12-16
java,3,2025-12-16
terraform,2,2025-12-16
azure,2,2025-12-16
django,2,2025-12-16
flask,2,2025-12-16
gcp,2,2025-12-16
angular,1,2025-12-16
pytorch,1,2025-12-16
tensorflow,1,2025-12-16
pandas,1,2025-12-16
numpy,1,2025-12-16
mongodb,1,2025-12-16
fastapi,1,2025-12-16
linux,1,2025-12-16
