skill,count,date
react,14,2026-01-04
javascript,9,2026-01-04
typescript,8,2026-01-04
python,7,2026-01-04
postgresql,7,2026-01-04
redis,7,2026-01-04
aws,6,2026-01-04
sql,6,2026-01-04
git,6,2026-01-04
django,6,2026-01-04
docker,5,2026-01-04
mongodb,5,2026-01-04
node.js,4,2026-01-04
fastapi,4,2026-01-04
vue,4,2026-01-04
ci/cd,4,2026-01-04
kubernetes,4,2026-01-04
mysql,4,2026-01-04
agile,3,2026-01-04
gcp,3,2026-01-04
ai,3,2026-01-04
terraform,2,2026-01-04
angular,2,2026-01-04
scrum,1,2026-01-04
azure,1,2026-01-04
flask,1,2026-01-04
linux,1,2026-01-04
