skill,count,date
ai,14,2025-12-14
python,10,2025-12-14
docker,10,2025-12-14
react,9,2025-12-14
javascript,9,2025-12-14
sql,8,2025-12-14
kubernetes,8,2025-12-14
ci/cd,7,2025-12-14
postgresql,7,2025-12-14
typescript,6,2025-12-14
aws,6,2025-12-14
agile,6,2025-12-14
redis,5,2025-12-14
git,5,2025-12-14
scrum,5,2025-12-14
machine learning,4,2025-12-14
mysql,4,2025-12-14
vue,3,2025-12-14
node.js,3,2025-12-14
java,3,2025-12-14
linux,2,2025-12-14
django,2,2025-12-14
flask,2,2025-12-14
terraform,2,2025-12-14
azure,1,2025-12-14
gcp,1,2025-12-14
pandas,1,2025-12-14
numpy,1,2025-12-14
mongodb,1,2025-12-14
fastapi,1,2025-12-14
