skill,count,date
react,11,2026-04-03
javascript,9,2026-04-03
vue,8,2026-04-03
git,8,2026-04-03
docker,6,2026-04-03
agile,6,2026-04-03
aws,5,2026-04-03
mysql,4,2026-04-03
typescript,4,2026-04-03
ci/cd,4,2026-04-03
sql,3,2026-04-03
scrum,3,2026-04-03
azure,3,2026-04-03
java,3,2026-04-03
kubernetes,3,2026-04-03
node.js,3,2026-04-03
gcp,3,2026-04-03
ai,2,2026-04-03
mongodb,2,2026-04-03
python,2,2026-04-03
angular,2,2026-04-03
machine learning,1,2026-04-03
terraform,1,2026-04-03
spring boot,1,2026-04-03
postgresql,1,2026-04-03
jenkins,1,2026-04-03
