skill,count,date
ai,17,2026-04-20
typescript,13,2026-04-20
react,11,2026-04-20
javascript,9,2026-04-20
ci/cd,7,2026-04-20
python,7,2026-04-20
vue,5,2026-04-20
postgresql,5,2026-04-20
aws,5,2026-04-20
git,4,2026-04-20
docker,3,2026-04-20
node.js,3,2026-04-20
redis,3,2026-04-20
machine learning,1,2026-04-20
agile,1,2026-04-20
pytorch,1,2026-04-20
mongodb,1,2026-04-20
linux,1,2026-04-20
angular,1,2026-04-20
gcp,1,2026-04-20
sql,1,2026-04-20
azure,1,2026-04-20
fastapi,1,2026-04-20
kubernetes,1,2026-04-20
django,1,2026-04-20
java,1,2026-04-20
