skill,count,date
react,13,2026-02-19
javascript,12,2026-02-19
typescript,12,2026-02-19
ci/cd,10,2026-02-19
ai,9,2026-02-19
aws,8,2026-02-19
git,8,2026-02-19
docker,7,2026-02-19
python,7,2026-02-19
node.js,5,2026-02-19
sql,5,2026-02-19
azure,4,2026-02-19
gcp,3,2026-02-19
postgresql,3,2026-02-19
mysql,3,2026-02-19
java,2,2026-02-19
vue,2,2026-02-19
kubernetes,2,2026-02-19
agile,2,2026-02-19
scrum,2,2026-02-19
fastapi,1,2026-02-19
tensorflow,1,2026-02-19
pytorch,1,2026-02-19
machine learning,1,2026-02-19
linux,1,2026-02-19
terraform,1,2026-02-19
jenkins,1,2026-02-19
redis,1,2026-02-19
