skill,count,date
ai,16,2025-12-18
python,12,2025-12-18
react,9,2025-12-18
typescript,7,2025-12-18
sql,7,2025-12-18
docker,7,2025-12-18
javascript,6,2025-12-18
redis,6,2025-12-18
aws,6,2025-12-18
kubernetes,6,2025-12-18
postgresql,5,2025-12-18
git,4,2025-12-18
agile,4,2025-12-18
ci/cd,4,2025-12-18
machine learning,4,2025-12-18
node.js,3,2025-12-18
gcp,3,2025-12-18
java,3,2025-12-18
scrum,3,2025-12-18
vue,3,2025-12-18
django,2,2025-12-18
azure,2,2025-12-18
mongodb,2,2025-12-18
terraform,2,2025-12-18
mysql,2,2025-12-18
flask,2,2025-12-18
angular,1,2025-12-18
pytorch,1,2025-12-18
tensorflow,1,2025-12-18
numpy,1,2025-12-18
pandas,1,2025-12-18
fastapi,1,2025-12-18
linux,1,2025-12-18
