skill,count,date
ai,11,2026-07-29
agile,4,2026-07-29
react,4,2026-07-29
typescript,4,2026-07-29
ci/cd,4,2026-07-29
aws,3,2026-07-29
python,3,2026-07-29
git,2,2026-07-29
linux,2,2026-07-29
scrum,2,2026-07-29
vue,2,2026-07-29
javascript,2,2026-07-29
node.js,1,2026-07-29
pytorch,1,2026-07-29
machine learning,1,2026-07-29
java,1,2026-07-29
angular,1,2026-07-29
azure,1,2026-07-29
gcp,1,2026-07-29
docker,1,2026-07-29
kubernetes,1,2026-07-29
jenkins,1,2026-07-29
terraform,1,2026-07-29
mongodb,1,2026-07-29
