skill,count,date
react,12,2026-02-10
ai,10,2026-02-10
python,9,2026-02-10
aws,9,2026-02-10
docker,8,2026-02-10
gcp,8,2026-02-10
postgresql,7,2026-02-10
typescript,7,2026-02-10
vue,6,2026-02-10
java,6,2026-02-10
ci/cd,6,2026-02-10
javascript,6,2026-02-10
angular,4,2026-02-10
azure,4,2026-02-10
django,4,2026-02-10
redis,3,2026-02-10
kubernetes,3,2026-02-10
sql,3,2026-02-10
node.js,3,2026-02-10
mysql,3,2026-02-10
mongodb,3,2026-02-10
agile,3,2026-02-10
git,3,2026-02-10
fastapi,2,2026-02-10
flask,2,2026-02-10
scrum,2,2026-02-10
linux,2,2026-02-10
machine learning,1,2026-02-10
pytorch,1,2026-02-10
jenkins,1,2026-02-10
