skill,count,date
react,12,2026-04-01
javascript,10,2026-04-01
vue,7,2026-04-01
git,7,2026-04-01
typescript,7,2026-04-01
aws,6,2026-04-01
docker,5,2026-04-01
ci/cd,5,2026-04-01
agile,5,2026-04-01
java,4,2026-04-01
azure,4,2026-04-01
gcp,4,2026-04-01
node.js,4,2026-04-01
kubernetes,3,2026-04-01
python,3,2026-04-01
scrum,3,2026-04-01
angular,3,2026-04-01
sql,3,2026-04-01
ai,3,2026-04-01
mysql,3,2026-04-01
mongodb,2,2026-04-01
spring boot,1,2026-04-01
postgresql,1,2026-04-01
jenkins,1,2026-04-01
flask,1,2026-04-01
redis,1,2026-04-01
