skill,count,date
react,12,2026-03-12
javascript,7,2026-03-12
typescript,7,2026-03-12
agile,7,2026-03-12
angular,5,2026-03-12
ai,5,2026-03-12
java,4,2026-03-12
python,4,2026-03-12
ci/cd,4,2026-03-12
mysql,4,2026-03-12
node.js,4,2026-03-12
aws,3,2026-03-12
vue,3,2026-03-12
git,3,2026-03-12
scrum,3,2026-03-12
terraform,2,2026-03-12
linux,2,2026-03-12
sql,2,2026-03-12
redis,2,2026-03-12
django,2,2026-03-12
jenkins,1,2026-03-12
fastapi,1,2026-03-12
spring boot,1,2026-03-12
gcp,1,2026-03-12
azure,1,2026-03-12
mongodb,1,2026-03-12
