skill,count,date
react,13,2025-12-25
ai,11,2025-12-25
typescript,10,2025-12-25
javascript,8,2025-12-25
python,7,2025-12-25
aws,6,2025-12-25
redis,6,2025-12-25
sql,6,2025-12-25
git,5,2025-12-25
docker,4,2025-12-25
kubernetes,4,2025-12-25
agile,4,2025-12-25
mongodb,4,2025-12-25
node.js,4,2025-12-25
vue,4,2025-12-25
gcp,3,2025-12-25
scrum,2,2025-12-25
ci/cd,2,2025-12-25
azure,2,2025-12-25
postgresql,1,2025-12-25
pytorch,1,2025-12-25
angular,1,2025-12-25
tensorflow,1,2025-12-25
mysql,1,2025-12-25
django,1,2025-12-25
terraform,1,2025-12-25
java,1,2025-12-25
